test_id,run_id,file_name,path,run_start_epoch,run_end_epoch,run_mid_epoch,t_fail_epoch,RUL_true_hours_start,RUL_true_hours_mid,RUL_true_hours_end,RUL_norm,Rds_on_proxy_end,DamageProxy_end,HI_label,Damage_label,life_stage
9,4,Test_9_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_4.mat,734209.436684178,734209.460984757,734209.448834467,734210.877462454,34.5786786256358,34.2870716778561,33.9954647272825,0.645157223251272,1.66992767581835,21153.1632419842,0,1,late
9,5,Test_9_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_5.mat,734209.500440428,734209.625431898,734209.562936163,734210.877462454,33.0485286237672,31.5486309835687,30.0487333433703,0.570257165817434,1.8776427025289,42467.9542791239,0,1,late
9,6,Test_9_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_6.mat,734209.733901296,734209.90056066,734209.817230978,734210.877462454,27.4454677915201,25.4455554233864,23.4456430552527,0.444945409401275,63.7169378879236,71779.0778356063,0,1,late
9,7,Test_9_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_9_run_7.mat,734210.710802454,734210.877462454,734210.794132454,734210.877462454,3.999839999713,1.99991999845952,0,0,2.23740908523907,102661.810983801,0,1,late
10,1,Test_10_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_1.mat,734213.557807662,734213.583432396,734213.570620029,734215.61259838,49.3149772323668,49.0074804229662,48.6999836163595,0.987529273041951,1.99144850565735,3803.36559683553,0.748362353646015,0.251637646353985,early
10,2,Test_10_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_2.mat,734213.585730243,734213.608541435,734213.597135839,734215.61259838,48.6448352867737,48.3711009817198,48.0973666794598,0.975309518096911,64.9654499213589,7950.57832103123,0.493508581032227,0.506491418967773,middle
10,3,Test_10_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_3.mat,734213.613192014,734213.636317083,734213.624754549,734215.61259838,47.9857527818531,47.7082519540563,47.4307511262596,0.961792011030869,1.8837816595555,11989.4195210246,0.462700061295166,0.537299938704834,middle
10,4,Test_10_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_4.mat,734213.642451817,734213.665921296,734213.654186557,734215.61259838,47.2835175096989,47.001883761026,46.720250015147,0.947384600727002,1.77211844699629,16252.2174489332,0.421227554806172,0.578772445193828,middle
10,5,Test_10_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_5.mat,734213.672871482,734213.801335255,734213.737103369,734215.61259838,46.5534455515444,45.0118802748621,43.4703149981797,0.8814830187055,2.18133781862802,38993.9363043455,0.396634465375802,0.603365534624198,middle
10,6,Test_10_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_6.mat,734214.310437743,734214.480114201,734214.395275972,734215.61259838,31.2518552877009,29.215737791732,27.179620295763,0.551143320368893,70.2604418579165,69350.0244335126,0.187277017418604,0.812722982581396,late
10,7,Test_10_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_7.mat,734215.450009016,734215.61259838,734215.531303698,734215.61259838,3.90214473567903,1.95107236783952,0,0,74.2129905713772,97986.4445844555,0,1,late
11,1,Test_11_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_1.mat,734220.706146481,734220.730442917,734220.718294699,734223.465677303,66.2287397291511,65.9371824972332,65.6456252653152,0.991195446777024,1.9196595565865,5647.05760321908,0.874276214853111,0.125723785146889,early
11,2,Test_11_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_2.mat,734221.397058345,734221.421356701,734221.409207523,734223.465677303,49.6468549920246,49.3552747210488,49.0636944500729,0.740821804109873,1.70339373553708,11146.0813201776,0.822884098611942,0.177115901388058,early
11,3,Test_11_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_3.mat,734221.442272431,734221.466568646,734221.454420539,734223.465677303,48.5617169290781,48.2701623486355,47.9786077681929,0.724437879452426,1.76115093456068,16737.2732903614,0,1,late
11,4,Test_11_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_4.mat,734221.482694167,734221.506993264,734221.494843715,734223.465677303,47.5915952660143,47.3000061018392,47.0084169376642,0.709788788521564,78.9477045716864,22174.7506514484,0,1,late
11,5,Test_11_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_5.mat,734222.439118171,734222.564111586,734222.501614878,734223.465677303,24.6374191688374,23.1374981906265,21.6375772096217,0.326709783367623,60.07557660989,43312.2915726836,0,1,late
11,6,Test_11_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_6.mat,734222.576186921,734222.742843495,734222.659515208,734223.465677303,21.3477691691369,19.3478902811185,17.3480113931,0.261940835112466,63.1932021362628,72209.0990111743,0,1,late
11,7,Test_11_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_7.mat,734223.299017685,734223.465677303,734223.382347494,734223.465677303,3.9998308327049,1.99991541635245,0,0,64.8926849790072,102364.501692444,0,1,late
12,1,Test_12_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_1.mat,734241.713974167,734241.738271458,734241.726122812,734243.766975359,49.272028606385,48.9804611150175,48.6888936236501,0.988164989361543,78.7863760164682,4984.52791562418,0.901014710626132,0.0989852893738682,early
12,2,Test_12_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_2.mat,734242.342038102,734242.366337072,734242.354187587,734243.766975359,34.1984941670671,33.9069065256044,33.6153188869357,0.682239392972337,83.8536916658598,10650.501312954,0.413862202973374,0.586137797026626,middle
12,3,Test_12_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_3.mat,734242.378051898,734242.40234963,734242.390200764,734243.766975359,33.3341630632058,33.0425902800635,32.7510174941272,0.664697972063668,83.977922163336,16110.2029141153,0.388463850226803,0.611536149773197,middle
12,4,Test_12_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_4.mat,734242.535434514,734242.559732616,734242.547583565,734243.766975359,29.5569802774116,29.2654030546546,28.9738258318976,0.588038013684359,83.3362172655825,21714.3863962762,0.363054550659025,0.636945449340975,middle
12,5,Test_12_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_5.mat,734242.567869931,734242.692861319,734242.630365625,734243.766975359,28.7785302707925,27.2786336140707,25.7787369573489,0.523192117038354,1.77782373265829,49545.612245986,0.337392867382476,0.662607132617524,late
12,6,Test_12_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_6.mat,734243.410249722,734243.57690897,734243.493579346,734243.766975359,8.56141528766602,6.56150431092829,4.56159333419055,0.0925797752439084,82.2258363629264,87675.8029150667,0.201071120991142,0.798928879008858,late
12,7,Test_12_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_12_run_7.mat,734243.617695359,734243.766975359,734243.692335359,734243.766975359,3.58271999750286,1.79135999735445,0,0,6.00578302177278,111248.130262977,0,1,late
13,1,Test_13_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_13_run_1.mat,734248.457495926,734248.482414919,734248.469955422,734248.603736285,3.50976861733943,3.21074070129544,2.91171278525144,0.829602490280015,2.06283842609324,5370.0828048126,0,1,late
13,2,Test_13_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_13_run_2.mat,734248.495054317,734248.518833773,734248.506944045,734248.603736285,2.60836723074317,2.3230137610808,2.03766028862447,0.580568268391751,1.87838712839845,10430.0106357848,0,1,late
13,3,Test_13_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_13_run_3.mat,734248.526657778,734248.55007088,734248.538364329,734248.603736285,1.84988416917622,1.56892694626004,1.28796972054988,0.366967131162687,1.88898064790688,15334.1253865244,0,1,late
13,4,Test_13_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_13_run_4.mat,734248.558994595,734248.5786061,734248.568800348,734248.603736285,1.07380056101829,0.838462499901652,0.603124438785017,0.171841652411324,41.0196187187364,18564.14020875,0,1,late
13,5,Test_13_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_13_run_5.mat,734248.600745046,734248.603736285,734248.602240666,734248.603736285,0.0717897349968553,0.0358948661014438,0,0,67.942976720675,18832.0554236652,0,1,late
14,1,Test_14_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_1.mat,734248.610020336,734248.633886019,734248.621953177,734250.384471343,42.5868241684511,42.3004359724,42.0140477763489,0.986550384930404,1.84996611411035,5210.69890802944,0.997613710524957,0.00238628947504301,early
14,2,Test_14_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_2.mat,734248.641554583,734248.665231597,734248.65339309,734250.384471343,41.8300022408366,41.5458780722693,41.2617539037019,0.968885440729087,75.0345602590471,10816.9866212353,0.88710529590387,0.11289470409613,early
14,3,Test_14_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_3.mat,734248.707674618,734248.731971863,734248.719823241,734250.384471343,40.2431214004755,39.9515544595197,39.6599875213578,0.931273657892022,1.69472964259137,16894.3413123408,0.47468611350729,0.52531388649271,middle
14,4,Test_14_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_4.mat,734249.373068276,734249.397364155,734249.385216216,734250.384471343,24.2736736088991,23.9821230601519,23.6905725114048,0.55628878118963,83.3984231801743,23272.0755500984,0.424122353033747,0.575877646966253,middle
14,5,Test_14_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_5.mat,734249.406059329,734249.531051551,734249.46855544,734250.384471343,23.4818883351982,21.9819816732779,20.4820750085637,0.480948636309375,84.1608861691384,53650.9810753712,0.424122353033747,0.575877646966253,middle
14,6,Test_14_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_6.mat,734249.671746875,734249.833294329,734249.752520602,734250.384471343,17.105387231335,15.1668177852407,13.2282483363524,0.310618333126424,2.24381089666859,93345.59155205,0.214754432919597,0.785245567080403,late
14,7,Test_14_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_14_run_7.mat,734250.33499809,734250.384471343,734250.359734717,734250.384471343,1.18735807109624,0.593679034151137,0,0,61.4210430736813,102279.240052669,0,1,late
27,1,Test_27_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_27_run_1.mat,734354.479449028,734354.493329352,734354.48638919,734355.584316863,26.5168280387297,26.350264152512,26.1837002635002,0.987437118242689,1.80060991244829,4914.97594287879,0.458928867540213,0.541071132459787,middle
27,2,Test_27_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_27_run_2.mat,734354.551124167,734354.565006018,734354.558065093,734355.584316863,24.7966247024015,24.6300424905494,24.4634602786973,0.92256359783933,162.280347408902,9996.2128943694,0.148519367931538,0.851480632068462,late
27,3,Test_27_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_27_run_3.mat,734354.579451018,734354.593332014,734354.586391516,734355.584316863,24.1167802792042,23.9502083268017,23.7836363743991,0.896926145904833,1.8304148509793,14839.5650506862,0,1,late
27,4,Test_27_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_27_run_4.mat,734355.469731285,734355.511387326,734355.490559306,734355.584316863,2.75005387142301,2.2501813787967,1.75030888617039,0.0660074758419045,1.79659450770441,18633.8041917486,0,1,late
27,5,Test_27_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_27_run_5.mat,734355.542658762,734355.584316863,734355.563487812,734355.584316863,0.999794424511492,0.49989721365273,0,0,1.90283978470528,22419.7252848491,0,1,late
