test_id,run_id,run_order,split,file_name,path,n_samples,sample_index_start,sample_index_end,t_epoch_start,t_epoch_end,supplyVoltage_mean,packageTemperature_mean,packageTemperature_min,packageTemperature_max,packageTemperature_std,drainSourceVoltage_mean,drainSourceVoltage_min,drainSourceVoltage_max,drainSourceVoltage_std,drainCurrent_mean,drainCurrent_min,drainCurrent_max,drainCurrent_std,flangeTemperature_mean,flangeTemperature_min,flangeTemperature_max,flangeTemperature_std,switchingFrequency_mean,dutyCycle_mean,P_proxy_mean,P_proxy_max,P_proxy_end,Rds_on_proxy_mean,Rds_on_proxy_max,Rds_on_proxy_end,DeltaT_pf_mean,DeltaT_pf_min,DeltaT_pf_max,DeltaT_pf_end,x1_end,x2_end,Tth_proxy_mean,Tth_proxy_max,Tth_proxy_end,ThermalExposure_end,DegradationSlope_mean,DegradationSlope_max_abs,DegradationSlope_end,DamageProxy_end,HI_proxy_end,run_start_epoch,run_end_epoch,run_mid_epoch,t_fail_epoch,RUL_true_hours_start,RUL_true_hours_mid,RUL_true_hours_end,RUL_norm,HI_label,Damage_label,life_stage
10,1,1,train,Test_10_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_1.mat,5488,0,5487,734213.557807662,734213.583432396,5.61724186903519,141.357777283891,42.367394536578,158.884663303222,30.3858083379811,5.29375012997011,4.86446009391139,5.57909656414826,0.251868600529608,1.38921268045755,0.0824550004981936,2.97116237433789,1.15948019174476,221.947933658271,52.9860524934913,253.751468770203,52.699686256698,1000,40,7.06234890600085,14.7100882399103,12.7724628818112,24.2385259668856,67.6589640733131,1.99144850565735,-80.5901563743797,-104.50158143495,-10.6186579569133,-92.9731146890691,0.768092116600371,1.60314949156302,223.638743426226,255.641991886414,253.579500965641,77.5771481733996,0.000362873269975595,65.6390144860038,0.0743649064411664,3803.36559683553,0,734213.557807662,734213.583432396,734213.570620029,734215.61259838,49.3149772323668,49.0074804229662,48.6999836163595,0.987529273041951,0.748362353646015,0.251637646353985,early
10,2,2,train,Test_10_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_2.mat,4875,5488,10362,734213.585730243,734213.608541435,5.61704288547621,145.022218775089,52.8927321675432,153.507031743562,22.0079682462434,5.27545088706296,4.53411504213892,5.57948387103413,0.277761567242467,1.47689622286465,0.0843324940092166,4.84073638583482,1.27593082519795,225.650026528929,46.1645381092815,244.043818880263,42.0256900459885,1000,40,7.43716387673506,21.9484556620429,0.478973822060637,30.5140417898368,66.142175789087,64.9654499213589,-80.62780775384,-100.020688175366,6.76648024982374,-88.9613002506277,0.311105201805838,1.40202476738683,227.435581062926,245.83172633284,244.078983102844,148.275479826255,0.0129177438801439,64.2993756783975,62.9036971477506,7950.57832103123,0,734213.585730243,734213.608541435,734213.597135839,734215.61259838,48.6448352867737,48.3711009817198,48.0973666794598,0.975309518096911,0.493508581032227,0.506491418967773,middle
10,3,3,train,Test_10_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_3.mat,4945,10363,15307,734213.613192014,734213.636317083,5.61701079383712,138.182205231179,45.6345651263508,147.809175487495,23.7151184023831,5.28828260049505,4.51231519701926,5.57933171475759,0.289857763548741,1.4158495923521,0.0831887335944438,4.93849551564119,1.33111864921478,214.262717195857,38.2322127597472,234.490753227785,43.7212895445911,1000,40,7.10183626771493,22.2840483656392,13.3539324801436,33.6771248846616,67.0577156405716,1.8837816595555,-76.0805119646786,-96.656887112935,7.8772719255871,-80.0340642726651,0.767170355594753,1.38835306392053,215.967135837535,236.254722671602,229.443305248107,216.606580313073,-0.0127566568780191,65.6178012713605,0.111301793089874,11989.4195210246,0,734213.613192014,734213.636317083,734213.624754549,734215.61259838,47.9857527818531,47.7082519540563,47.4307511262596,0.961792011030869,0.462700061295166,0.537299938704834,middle
10,4,4,train,Test_10_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_4.mat,5016,15308,20323,734213.642451817,734213.665921296,5.61728094531736,135.060718394108,40.7071778257802,142.953168786467,21.8409638239029,5.29605631564249,4.49925743030595,5.57934554714644,0.292417785550781,1.37898627984928,0.0813975616242072,4.9882167910724,1.34310284613693,208.635067976793,33.8158188232846,224.638577215036,39.167278851605,1000,40,6.91070002489789,22.4432714612094,14.0108844349174,35.4029917986223,68.5267085083495,1.77211844699629,-73.5743495826849,-91.3594224212382,6.8913590024956,-73.0931146788843,0.526231054257754,1.18861709030047,210.294221222257,226.379385910639,217.417107172312,284.353036659558,-2.22614060127004e-05,66.7686122432009,-64.32702277335,16252.2174489332,0,734213.642451817,734213.665921296,734213.654186557,734215.61259838,47.2835175096989,47.001883761026,46.720250015147,0.947384600727002,0.421227554806172,0.578772445193828,middle
10,5,5,train,Test_10_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_5.mat,27406,20324,47729,734213.672871482,734213.801335255,5.6180773866883,137.610432045964,38.8055781077843,140.880765655074,9.63247230512825,5.31846893983682,4.47525823777886,5.57988501030921,0.263219706832637,1.27707567295841,0.0795200681133036,5.09100417355862,1.20899625677126,207.350078768882,32.3817304776667,215.208342757219,16.3669099744519,1000,40,6.47404301259647,22.7835583662848,11.8654016327723,35.2555730489459,70.1517772683927,2.18133781862802,-69.7396467229184,-85.9391612943114,6.47241564563185,-66.6588490654674,0.608275878436282,1.14870192285003,208.903867380741,216.875623305981,207.671987904904,661.48818672473,1.49317438383973e-05,67.9141641619913,0.020218727878579,38993.9363043455,0,734213.672871482,734213.801335255,734213.737103369,734215.61259838,46.5534455515444,45.0118802748621,43.4703149981797,0.8814830187055,0.396634465375802,0.603365534624198,middle
10,6,6,train,Test_10_run_6.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_6.mat,36151,47730,83880,734214.310437743,734214.480114201,5.61824391827676,138.886299929994,29.7029610288532,141.464554846585,8.79602773842757,5.32442366191644,4.78473021207177,5.58083944513559,0.243057129667922,1.24715968519011,0.072312219463065,3.71018280001574,1.11675025977357,207.731566661452,26.2212620015548,214.20371362757,14.3310593028348,1000,40,6.36910099599412,17.752942211688,0.442842087881855,34.9087401092499,77.1647477243093,70.2604418579165,-68.8452667314587,-81.6222966670994,3.4816990272984,-73.0469223518302,0.275721189051593,1.20656494397367,209.260134678302,215.768428769204,214.790082638436,1163.57604960165,0.00188318729881048,75.3056163083613,67.8533420588925,69350.0244335126,0,734214.310437743,734214.480114201,734214.395275972,734215.61259838,31.2518552877009,29.215737791732,27.179620295763,0.551143320368893,0.187277017418604,0.812722982581396,late
10,7,7,train,Test_10_run_7.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_10_run_7.mat,34667,83881,118547,734215.450009016,734215.61259838,5.61832328514407,139.132374960776,30.5522536615621,142.763591083875,10.0779003808461,5.32984634101127,4.79780181759302,5.57980201597637,0.231473542885388,1.22112340297005,0.0733912387220059,3.63857909324143,1.06388021538673,206.518192629227,27.2589700399109,213.856606439332,16.8949405946079,1000,40,6.26229164538577,17.4571813870097,0.419481127745618,34.7915769929849,76.0087631312627,74.2129905713772,-67.3858176684507,-78.9070557030398,3.29328362165125,-72.8327593573362,0.260379071631895,1.19000998337037,208.021149555074,215.382634901318,214.376138659973,1645.90625387817,0.000114014731977802,74.1672699251832,71.6410570534995,97986.4445844555,0,734215.450009016,734215.61259838,734215.531303698,734215.61259838,3.90214473567903,1.95107236783952,0,0,0,1,late
11,1,1,train,Test_11_run_1.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_1.mat,5183,0,5182,734220.706146481,734220.730442917,5.61670176804203,143.250051661577,29.7559001615265,151.345585931579,21.7965471028444,5.24561179432095,4.44461949917529,5.58308029211966,0.293251669054432,1.60663291700691,0.0677371778054591,5.2506990428235,1.34107059877877,237.695593225733,28.8270131054279,253.85539512278,38.2021146835709,1000,40,8.03484490350946,23.3373593500344,13.1717310180437,34.8882823661483,82.3969582429435,1.9196595565865,-94.4455415641551,-113.343704414253,0.928887056098645,-99.6038786587681,0.782130320718373,1.58509931761102,239.619604238567,255.7162205352,251.991106870823,74.2465017761959,0.000370376144430892,80.1469754619839,0.0403575032039292,5647.05760321908,0,734220.706146481,734220.730442917,734220.718294699,734223.465677303,66.2287397291511,65.9371824972332,65.6456252653152,0.991195446777024,0.874276214853111,0.125723785146889,early
11,2,2,train,Test_11_run_2.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_2.mat,5183,5183,10365,734221.397058345,734221.421356701,5.61698831943433,137.436445962435,28.1847249932035,147.025932872384,23.063443989709,5.2595778229677,4.28633552585722,5.58334310750679,0.304802492192719,1.54196630816263,0.0679529816572146,5.40340198200711,1.39254206985089,226.138508200688,25.0595210333765,244.170353491461,40.5693674197351,1000,40,7.68591776448697,23.1621437650914,14.4217626946756,38.0426563685997,82.1556392944211,1.70339373553708,-88.7020622382522,-108.68966187184,3.16357268858846,-88.2489761059016,0.539583512932057,1.31302022687181,227.983889144055,245.956009668544,236.088963459559,145.479811718526,-4.17259928714508e-05,80.2176016021977,-76.4718241123051,11146.0813201776,0,734221.397058345,734221.421356701,734221.409207523,734223.465677303,49.6468549920246,49.3552747210488,49.0636944500729,0.740821804109873,0.822884098611942,0.177115901388058,early
11,3,3,train,Test_11_run_3.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_3.mat,5185,10366,15550,734221.442272431,734221.466568646,5.61654046229537,133.777696296378,29.8065727870874,141.264939738569,20.6687596736453,5.26967650336266,4.39767238698995,5.58278981195474,0.312037500858234,1.49156907133616,0.0667013193169934,5.43031270667026,1.42529177136371,218.655995401633,26.0822768743531,234.674856433228,36.3661113368348,1000,40,7.415600825528,23.8807362428444,14.064734204052,41.0449097590169,83.6576955432053,1.76115093456068,-84.8782991052547,-103.769879598029,3.72429591273432,-84.0984394528049,0.526613797405066,1.26869406009848,220.435860120374,236.440903009563,226.900142585008,214.843547248199,1.11392862146469e-05,82.543746452767,-77.6815110431811,16737.2732903614,0,734221.442272431,734221.466568646,734221.454420539,734223.465677303,48.5617169290781,48.2701623486355,47.9786077681929,0.724437879452426,0,1,late
11,4,4,train,Test_11_run_4.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_4.mat,5188,15551,20738,734221.482694167,734221.506993264,5.61672123802122,128.287144682556,30.8443093069893,136.821116120892,21.6024162519437,5.28495506080557,4.36108574341637,5.58220885162551,0.319687055312649,1.42083789318703,0.0672624093315751,5.29504675299475,1.45988570991265,207.90323874408,26.910990403411,225.316745472085,38.4623045277897,1000,40,7.04270991313594,23.4754340865711,0.394308033549722,43.554267694274,82.9633352390388,78.9477045716864,-79.616094061524,-97.2641715886384,3.93930895838712,-88.8388851910139,0.350085978421804,1.39614126520977,209.593169840799,227.085347299123,226.462225756713,281.398917909507,0.0148779016262769,81.2103853700555,77.2613847581626,22174.7506514484,0,734221.482694167,734221.506993264,734221.494843715,734223.465677303,47.5915952660143,47.3000061018392,47.0084169376642,0.709788788521564,0,1,late
11,5,5,train,Test_11_run_5.mat,D:\NASA\MOSFET_Thermal_Overstress_Aging\data_raw\MOSFET_Thermal_Overstress_Aging_v0\Test_11_run_5.mat,26681,20739,47419,734222.439118171,734222.564111586,5.61692533852068,131.444501833593,27.145693345338,134.297353640364,9.14449489516328,5.27107299147912,4.35751697465734,5.58262382328939,0.325494409995147,1.41795585694802,0.0905476449428306,5.40232296074849,1.39210595674074,207.988071646224,24.8093248627402,215.495481086908,15.3697347666672,1000,40,7.02137730351629,23.5407140040426,0.518234965311339,31.9230792538141,61.6264950549466,60.07557660989,-76.5435698126305,-91.6332540481386,2.33636848259774,-79.7059721170463,0.154716305772921,1.25600135987366,209.673280042242,217.262487884024,214.213115299913,632.105993251723,-0.00070732461158879,78.141103965555,-0.0566318000963406,43312.2915726836,0,734222.439118171,734222.564111586,734222.501614878,734223.465677303,24.6374191688374,23.1374981906265,21.6375772096217,0.326709783367623,0,1,late
